,Unnamed: 0,Type of Dwelling,General Zoning Classification,Linear feet of street connected to the property,Lot size in square feet,Type Of Road Access To Property,Type Of Alley Access To Property,General Shape of Property,Flatness Of The Property,Type Of Utilities Available,plot configuration,Slope of property,Physical locations within Ames city limits,Proximity to various conditions,Proximity to various conditions (if more than one is present),Rates the overall material and finish of the house,Rates the overall condition of the house,Original construction date,Remodel date (same as construction date if no remodeling or additions),Type of roof,Roof material,Exterior covering on the house,Masonry veneer type,Masonry veneer area in square feet,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,: Type 2 finished square feet ,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
41,41,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,115,16905,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Timberland,Normal,Normal,5,6,1959,1959,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967,Unf,0,383,1350,GasA,Gd,Y,SBrkr,1328,0,1328,0,1,1,1,2,1,TA,5,Typ,2,Gd,Attchd,1959.0,RFn,1,308,TA,TA,P,0,104,0,0,0,0,No,No,No,0,Jul,2007,WD,Normal,170000
42,42,SPLIT FOYER,Residential Low-Density,0,9180,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Sawyer West,Normal,Normal,5,7,1983,1983,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,747,LwQ,93,0,840,GasA,Gd,Y,SBrkr,884,0,884,1,0,1,0,2,1,Gd,5,Typ,0,No,Attchd,1983.0,RFn,2,504,TA,Gd,Y,240,0,0,0,0,0,No,MnPrv,No,0,Dec,2007,WD,Normal,144000
43,43,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,9200,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,5,6,1975,1980,Hip,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,CBlock,Gd,TA,Av,LwQ,280,BLQ,491,167,938,GasA,TA,Y,SBrkr,938,0,938,1,0,1,0,3,1,TA,5,Typ,0,No,Detchd,1977.0,Unf,1,308,TA,TA,Y,145,0,0,0,0,0,No,MnPrv,No,0,Jul,2008,WD,Normal,130250
44,44,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,70,7945,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,5,6,1959,1959,Gable,Standard (Composite) Shingle,Brick Face,None,0,TA,TA,CBlock,TA,TA,No,ALQ,179,BLQ,506,465,1150,GasA,Ex,Y,FuseA,1150,0,1150,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1959.0,RFn,1,300,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,May,2006,WD,Normal,141000
45,45,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,61,7658,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,9,5,2005,2005,Hip,Standard (Composite) Shingle,Metal Siding,Brick Face,412,Ex,TA,PConc,Ex,TA,No,GLQ,456,Unf,0,1296,1752,GasA,Ex,Y,SBrkr,1752,0,1752,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2005.0,RFn,2,576,TA,TA,Y,196,82,0,0,0,0,No,No,No,0,Feb,2010,WD,Normal,319900
46,46,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,48,12822,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Mitchell,Normal,Normal,7,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,0,83,1434,GasA,Ex,Y,SBrkr,1518,631,2149,1,0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,0,No,No,No,0,Aug,2009,WD,Abnorml,239686
47,47,1-STORY 1946 & NEWER ALL STYLES,Floating Village Residential,84,11096,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,8,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1632,1656,GasA,Ex,Y,SBrkr,1656,0,1656,0,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2006.0,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,No,No,No,0,Jul,2007,WD,Normal,249700
48,48,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,33,4456,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,Normal,Normal,4,5,1920,2008,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,736,736,GasA,Gd,Y,SBrkr,736,716,1452,0,0,2,0,2,3,TA,8,Typ,0,No,No,,No,0,0,No,No,N,0,0,102,0,0,0,No,No,No,0,Jun,2009,New,Partial,113000
49,49,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,66,7742,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,5,7,1966,1966,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,192,955,GasA,Ex,Y,SBrkr,955,0,955,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,Jan,2007,WD,Normal,127000
50,50,2-STORY 1946 & NEWER,Residential Low-Density,0,13869,Paved,No Alley Access,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,6,6,1997,1997,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,794,GasA,Gd,Y,SBrkr,794,676,1470,0,1,2,0,3,1,TA,6,Typ,0,No,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,75,0,0,0,0,No,No,No,0,Jul,2007,WD,Normal,177000
51,51,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,52,6240,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,6,6,1934,1950,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,816,0,1176,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,No,MnPrv,Shed,400,Sep,2006,WD,Normal,114500
52,52,DUPLEX - ALL STYLES AND AGES,Residential Medium Density,110,8472,Gravel,No Alley Access,Moderately Irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Corner lot,Moderate Slope,Iowa DOT and Rail Road,RRNn&Norm,Normal,5,5,1963,1963,Gable,Standard (Composite) Shingle,Wood Siding,None,0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,GasA,TA,N,SBrkr,816,0,816,1,0,1,0,2,1,TA,5,Typ,0,No,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,No,No,No,0,May,2010,WD,Normal,110000
53,53,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,68,50271,Paved,No Alley Access,Slightly irregular,Depression,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Veenker,Normal,Normal,9,5,1981,1987,Gable,Wood Shingles,Wood Shingles,None,0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,72,0,0,0,0,No,No,No,0,Nov,2006,WD,Normal,385000
54,54,SPLIT OR MULTI-LEVEL,Residential Low-Density,60,7134,Paved,No Alley Access,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,NAmes,Normal,Normal,5,5,1955,1955,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,GasA,TA,Y,SBrkr,1360,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,No,MnPrv,No,0,Feb,2007,WD,Normal,130000
55,55,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,100,10175,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,6,5,1964,1964,Gable,Standard (Composite) Shingle,Hard Board,Brick Face,272,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,No,No,No,0,Jul,2008,WD,Normal,180500
56,56,2-STORY PUD - 1946 & NEWER) - 1946 & NEWER,Floating Village Residential,24,2645,Paved,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,8,5,1999,2000,Gable,Standard (Composite) Shingle,Metal Siding,Brick Face,456,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,GasA,Ex,Y,SBrkr,983,756,1739,1,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,No,No,No,0,Aug,2009,WD,Abnorml,172500
57,57,2-STORY 1946 & NEWER,Residential Low-Density,89,11645,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,College Creek,Normal,Normal,7,5,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,GasA,Ex,Y,SBrkr,860,860,1720,0,0,2,1,3,1,Gd,7,Typ,0,No,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,No,No,No,0,Aug,2006,WD,Normal,196500
58,58,2-STORY 1946 & NEWER,Residential Low-Density,66,13682,Paved,No Alley Access,Moderately Irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Stone Brook,Normal,Normal,10,5,2006,2006,Hip,Standard (Composite) Shingle,Vinyl Siding,Brick Face,1031,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,No,No,No,0,Oct,2006,New,Partial,438780
59,59,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60,7200,Paved,No Alley Access,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,5,7,1972,1972,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,GasA,Ex,Y,SBrkr,780,0,780,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,No,MnPrv,No,0,Jan,2008,WD,Normal,124900
60,60,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,63,13072,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,RRAe&Norm,Normal,6,5,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,No,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,No,No,No,0,May,2006,New,Partial,158000
61,61,2-1/2 STORY ALL AGES,Residential Medium Density,60,7200,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,5,7,1920,1996,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,GasA,TA,N,SBrkr,581,530,1111,0,0,1,0,3,1,Fa,6,Typ,0,No,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,0,No,No,No,0,Mar,2007,WD,Normal,101000
62,62,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,44,6442,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,8,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,178,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,No,No,No,0,Oct,2007,WD,Normal,202500
63,63,2-STORY 1945 & OLDER,Residential Medium Density,50,10300,Paved,No Alley Access,Slightly irregular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Old Town,RRAn&Feedr,Adjacent to feeder street,7,6,1921,1950,Gable,Standard (Composite) Shingle,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,902,808,1710,0,0,2,0,3,1,TA,9,Typ,0,No,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,No,GdPrv,No,0,Apr,2010,WD,Normal,140000
64,64,2-STORY 1946 & NEWER,Residential Low-Density,0,9375,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,7,5,1997,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,573,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,2034,1,0,2,1,3,1,Gd,8,Typ,0,No,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,No,GdPrv,No,0,Feb,2009,WD,Normal,219500
65,65,2-STORY 1946 & NEWER,Residential Low-Density,76,9591,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,8,5,2004,2005,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,344,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,No,No,No,0,Oct,2007,WD,Normal,317000
66,66,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,19900,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,PosA&Norm,Normal,7,5,1970,1989,Gable,Standard (Composite) Shingle,Plywood,Brick Face,287,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,2207,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,No,No,No,0,Jul,2010,WD,Normal,180000
67,67,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,72,10665,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,7,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,167,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,No,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,No,No,No,0,Jun,2007,WD,Normal,226000
68,68,1-STORY 1945 & OLDER,Residential Medium Density,47,4608,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Old Town,Artery&Norm,Normal,4,6,1945,1950,Gable,Standard (Composite) Shingle,Metal Siding,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,GasA,TA,Y,SBrkr,747,0,747,0,0,1,0,2,1,TA,4,Typ,0,No,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jun,2010,WD,Normal,80000
69,69,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,81,15593,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Clear Creek,Normal,Normal,7,4,1953,1953,Gable,Standard (Composite) Shingle,Brick Face,None,0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,GasW,TA,Y,SBrkr,1304,983,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,No,No,No,0,Jul,2006,WD,Normal,225000
70,70,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,95,13651,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,7,6,1973,1973,Gable,Standard (Composite) Shingle,Plywood,Brick Face,1115,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,No,No,No,0,Feb,2007,WD,Normal,244000
71,71,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,69,7599,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Mitchell,Normal,Normal,4,6,1982,2006,Gable,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,GasA,TA,Y,SBrkr,845,0,845,1,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Jun,2007,WD,Normal,129500
72,72,2-STORY 1946 & NEWER,Residential Low-Density,74,10141,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,7,5,1998,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,40,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,885,833,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,0,291,0,No,No,No,0,Dec,2009,WD,Normal,185000
73,73,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,85,10200,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,5,7,1954,2003,Gable,Standard (Composite) Shingle,Wood Siding,Brick Face,104,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,GasA,Gd,Y,SBrkr,1086,0,1086,1,0,1,0,3,1,TA,6,Typ,0,No,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,No,GdWo,No,0,May,2010,WD,Normal,144900
74,74,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,60,5790,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Old Town,Normal,Normal,3,6,1915,1950,Gabrel (Barn),Standard (Composite) Shingle,Vinyl Siding,None,0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,GasA,Gd,N,SBrkr,840,765,1605,0,0,2,0,3,2,TA,8,Typ,0,No,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,No,No,No,0,May,2010,WD,Normal,107400
75,75,PUD - MULTILEVEL - INCL SPLIT LEV/FOYER) - 1946 & NEWER,Residential Medium Density,21,1596,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Meadow Village,Normal,Normal,4,5,1973,1973,Gable,Standard (Composite) Shingle,Cement Board,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,GasA,TA,Y,SBrkr,526,462,988,1,0,1,0,2,1,TA,5,Typ,0,No,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,No,GdWo,No,0,Nov,2009,WD,Normal,91000
76,76,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,8475,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,4,7,1956,1956,Gable,Standard (Composite) Shingle,Vinyl Siding,None,0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,GasA,Ex,Y,FuseA,952,0,952,0,0,1,0,2,1,TA,4,Typ,0,No,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,Apr,2008,WD,Normal,135750
77,77,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,50,8635,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,5,5,1948,2001,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1072,213,1285,1,0,1,0,2,1,TA,6,Min1,0,No,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,Jan,2008,WD,Normal,127000
78,78,DUPLEX - ALL STYLES AND AGES,Residential Low-Density,72,10778,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,4,5,1968,1968,Hip,Standard (Composite) Shingle,Hard Board,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,GasA,TA,N,SBrkr,1768,0,1768,0,0,2,0,4,2,TA,8,Typ,0,No,No,,No,0,0,No,No,Y,0,0,0,0,0,0,No,No,No,0,Apr,2010,WD,Normal,136500
79,79,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,60,10440,Paved,Gravel,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Old Town,Normal,Normal,5,6,1910,1981,Gable,Standard (Composite) Shingle,Wood Siding,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,GasA,Gd,Y,SBrkr,682,548,1230,0,0,1,1,2,1,TA,5,Typ,0,No,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,No,MnPrv,No,0,May,2009,WD,Normal,110000
80,80,2-STORY 1946 & NEWER,Residential Low-Density,100,13000,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,NAmes,Normal,Normal,6,6,1968,1968,Gable,Standard (Composite) Shingle,Vinyl Siding,Brick Face,576,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,GasA,TA,Y,SBrkr,1182,960,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,No,No,No,0,Jun,2009,WD,Normal,193500
81,81,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,32,4500,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of the property,Gentle slope,Mitchell,Normal,Normal,6,5,1998,1998,Hip,Standard (Composite) Shingle,Vinyl Siding,Brick Face,443,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,1337,1,0,2,0,2,1,TA,5,Typ,0,No,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,No,No,No,0,Mar,2006,WD,Normal,153500
82,82,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,78,10206,Paved,No Alley Access,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,8,5,2007,2007,Gable,Standard (Composite) Shingle,Vinyl Siding,Stone,468,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,No,No,No,0,Oct,2008,WD,Normal,245000
83,83,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,80,8892,Paved,No Alley Access,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,NAmes,Normal,Normal,5,5,1960,1960,Gable,Standard (Composite) Shingle,Metal Siding,Brick Common,66,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,1065,0,0,1,1,3,1,TA,6,Typ,0,No,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,No,No,No,0,Jul,2007,COD,Normal,126500
